,YEAR,PLAYER,PLAYER HH,DIFF,REAL VALUE,SALARY,Games played,,
Malachi Richardson 2016-17,2016-17,Malachi Richardson,Malachi Richardson,"-$605,365","$834,515","$1,439,880",22,O,SAC
Chris Dudley 1993-94,1993-94,Chris Dudley,Chris Dudley,"-$605,379","$184,621","$790,000",10,O,POR
Kirk Snyder 2004-05,2004-05,Kirk Snyder,Kirk Snyder,"-$605,575","$731,345","$1,336,920",68,O,UTA
Lester Conner 1990-91,1990-91,Lester Conner,Lester Conner,"-$605,580","$294,420","$900,000",75,O,"BKN, MIL"
Tree Rollins 1994-95,1994-95,Tree Rollins,Tree Rollins,"-$605,667","$129,333","$735,000",65,O,ORL
Stromile Swift 2003-04,2003-04,Stromile Swift,Stromile Swift,"-$605,691","$3,986,727","$4,592,418",81,O,MEM
Devin Harris 2004-05,2004-05,Devin Harris,Devin Harris,"-$605,807","$2,136,073","$2,741,880",85,O,DAL
Cameron Bairstow 2015-16,2015-16,Cameron Bairstow,Cameron Bairstow,"-$605,846","$239,213","$845,059",18,O,CHI
Don MacLean 1996-97,1996-97,Don MacLean,Don MacLean,"-$605,909","$1,174,091","$1,780,000",37,O,PHI
Zhaire Smith 2018-19,2018-19,Zhaire Smith,Zhaire Smith,"-$606,369","$2,008,791","$2,615,160",8,O,PHI
Keith Bogans 2008-09,2008-09,Keith Bogans,Keith Bogans,"-$606,490","$1,958,510","$2,565,000",65,O,"MIL, ORL"
Walter McCarty 1996-97,1996-97,Walter McCarty,Walter McCarty,"-$606,956","$143,044","$750,000",37,O,NYK
Cherokee Parks 1996-97,1996-97,Cherokee Parks,Cherokee Parks,"-$607,096","$509,904","$1,117,000",77,O,MIN
Ruben Boumtje-Boumtje 2003-04,2003-04,Ruben Boumtje-Boumtje,Ruben Boumtje-Boumtje,"-$607,180","$56,499","$663,679",9,O,POR
Adrian Griffin 2006-07,2006-07,Adrian Griffin,Adrian Griffin,"-$607,733","$867,267","$1,475,000",58,O,CHI
Chris Whitney 1998-99,1998-99,Chris Whitney,Chris Whitney,"-$608,403","$831,597","$1,440,000",39,O,WAS
Killian Tillie 2021-22,2021-22,Killian Tillie,Killian Tillie,"-$608,844","$1,292,781","$1,901,625",36,O,MEM
Marko Simonovic 2021-22,2021-22,Marko Simonovic,Marko Simonovic,"-$609,374","$315,884","$925,258",9,O,CHI
Terence Morris 2005-06,2005-06,Terence Morris,Terence Morris,"-$609,864","$225,946","$835,810",22,O,ORL
Juwan Howard 2010-11,2010-11,Juwan Howard,Juwan Howard,"-$610,028","$742,153","$1,352,181",68,O,MIA
Kelly Tripucka 1990-91,1990-91,Kelly Tripucka,Kelly Tripucka,"-$610,338","$389,662","$1,000,000",77,O,CHA
Chris McCullough 2017-18,2017-18,Chris McCullough,Chris McCullough,"-$610,913","$860,469","$1,471,382",19,O,WAS
Willie Cauley-Stein 2020-21,2020-21,Willie Cauley-Stein,Willie Cauley-Stein,"-$611,007","$3,488,993","$4,100,000",59,O,DAL
Randy Woods 1994-95,1994-95,Randy Woods,Randy Woods,"-$611,093","$188,907","$800,000",62,O,LAC
Danny Granger 2014-15,2014-15,Danny Granger,Danny Granger,"-$611,094","$1,488,906","$2,100,000",30,O,MIA
Scott Burrell 1996-97,1996-97,Scott Burrell,Scott Burrell,"-$611,405","$623,595","$1,235,000",57,O,"CHA, GSW"
Dexter Pittman 2010-11,2010-11,Dexter Pittman,Dexter Pittman,"-$611,410","-$137,806","$473,604",2,O,MIA
Alfonzo McKinnie 2020-21,2020-21,Alfonzo McKinnie,Alfonzo McKinnie,"-$611,965","$1,150,831","$1,762,796",41,O,LAL
Cleanthony Early 2015-16,2015-16,Cleanthony Early,Cleanthony Early,"-$612,447","$232,612","$845,059",17,O,NYK
Chris Webber 1996-97,1996-97,Chris Webber,Chris Webber,"-$612,858","$7,387,142","$8,000,000",75,O,WAS
Robert Horry 2001-02,2001-02,Robert Horry,Robert Horry,"-$612,921","$4,687,079","$5,300,000",100,O,LAL
Caron Butler 2015-16,2015-16,Caron Butler,Caron Butler,"-$613,197","$885,990","$1,499,187",17,O,SAC
Isiah Thomas 1990-91,1990-91,Isiah Thomas,Isiah Thomas,"-$613,579","$2,106,421","$2,720,000",61,O,DET
Pervis Ellison 1995-96,1995-96,Pervis Ellison,Pervis Ellison,"-$613,581","$816,419","$1,430,000",69,O,BOS
Fred Hoiberg 2002-03,2002-03,Fred Hoiberg,Fred Hoiberg,"-$613,982","$786,018","$1,400,000",63,O,CHI
Popeye Jones 1997-98,1997-98,Popeye Jones,Popeye Jones,"-$614,463","$1,272,075","$1,886,538",14,O,TOR
Mengke Bateer 2002-03,2002-03,Mengke Bateer,Mengke Bateer,"-$614,695","-$102,242","$512,453",12,O,SAS
Zarko Cabarkapa 2003-04,2003-04,Zarko Cabarkapa,Zarko Cabarkapa,"-$614,844","$606,396","$1,221,240",49,O,PHX
Steve Blake 2009-10,2009-10,Steve Blake,Steve Blake,"-$614,896","$4,315,104","$4,930,000",80,O,"LAC, POR"
Kurt Thomas 2003-04,2003-04,Kurt Thomas,Kurt Thomas,"-$615,369","$4,778,756","$5,394,125",84,O,NYK
Bill Wennington 1994-95,1994-95,Bill Wennington,Bill Wennington,"-$615,428","$384,572","$1,000,000",83,O,CHI
Randy White 1991-92,1991-92,Randy White,Randy White,"-$616,085","$238,915","$855,000",65,O,DAL
Kevin Edwards 1995-96,1995-96,Kevin Edwards,Kevin Edwards,"-$616,481","$1,303,519","$1,920,000",34,O,BKN
Sasha Pavlovic 2011-12,2011-12,Sasha Pavlovic,Aleksandar Pavlovic,"-$616,916","$606,250","$1,223,166",55,O,BOS
David Johnson 2021-22,2021-22,David Johnson,David Johnson,"-$616,997","-$154,368","$462,629",2,O,TOR
Olden Polynice 1996-97,1996-97,Olden Polynice,Olden Polynice,"-$617,511","$2,522,489","$3,140,000",82,O,SAC
Dell Curry 2001-02,2001-02,Dell Curry,Dell Curry,"-$617,721","$1,482,279","$2,100,000",60,O,TOR
Doug Christie 1995-96,1995-96,Doug Christie,Doug Christie,"-$618,184","$847,816","$1,466,000",55,O,"NYK, TOR"
Al Harrington 2011-12,2011-12,Al Harrington,Al Harrington,"-$618,861","$5,607,339","$6,226,200",71,O,DEN
Joe Kleine 1991-92,1991-92,Joe Kleine,Joe Kleine,"-$619,197","$330,803","$950,000",79,O,BOS
Solomon Jones 2010-11,2010-11,Solomon Jones,Solomon Jones,"-$619,505","$880,495","$1,500,000",39,O,IND
Dennis Rodman 1992-93,1992-93,Dennis Rodman,Dennis Rodman,"-$619,659","$1,730,341","$2,350,000",62,O,DET
Bruno Sundov 2003-04,2003-04,Bruno Sundov,Bruno Sundov,"-$619,814","$131,345","$751,159",5,O,"CLE, NYK"
Trey Murphy III 2021-22,2021-22,Trey Murphy III,Trey Murphy,"-$619,826","$2,433,934","$3,053,760",70,O,NOP
Jerome Beasley 2004-05,2004-05,Jerome Beasley,,"-$620,046",$0,"$620,046",0,O,
Kris Humphries 2009-10,2009-10,Kris Humphries,Kris Humphries,"-$620,068","$2,579,932","$3,200,000",69,O,"BKN, DAL"
Jordan Adams 2015-16,2015-16,Jordan Adams,Jordan Adams,"-$620,911","$783,689","$1,404,600",2,O,MEM
Rodrick Rhodes 1998-99,1998-99,Rodrick Rhodes,Rodrick Rhodes,"-$621,238","$18,062","$639,300",13,O,"HOU, MEM"
Christian Laettner 1994-95,1994-95,Christian Laettner,Christian Laettner,"-$621,628","$2,738,372","$3,360,000",81,O,MIN
P.J. Brown 2000-01,2000-01,P.J. Brown,PJ Brown,"-$621,815","$5,118,185","$5,740,000",90,O,CHA
Greg Buckner 2002-03,2002-03,Greg Buckner,Greg Buckner,"-$622,879","$1,777,121","$2,400,000",85,O,PHI
Gary Grant 1998-99,1998-99,Gary Grant,Gary Grant,"-$623,118","$376,882","$1,000,000",2,O,POR
J.R. Reid 1990-91,1990-91,J.R. Reid,J.R. Reid,"-$623,993","$626,007","$1,250,000",80,O,CHA
Adreian Payne 2014-15,2014-15,Adreian Payne,Adreian Payne,"-$624,629","$1,230,691","$1,855,320",32,O,"ATL, MIN"
Lindsey Hunter 2008-09,2008-09,Lindsey Hunter,Lindsey Hunter,"-$624,990","$518,483","$1,143,473",34,O,CHI
Tate George 1993-94,1993-94,Tate George,,"-$626,000",$0,"$626,000",0,O,
Dwayne Jones 2006-07,2006-07,Dwayne Jones,Dwayne Jones,"-$626,323","$37,886","$664,209",4,O,CLE
Jeremy Evans 2014-15,2014-15,Jeremy Evans,Jeremy Evans,"-$626,410","$1,168,590","$1,795,000",38,O,UTA
Eric Montross 1996-97,1996-97,Eric Montross,Eric Montross,"-$626,471","$653,529","$1,280,000",78,O,"BKN, DAL"
Eddie Johnson 1997-98,1997-98,Eddie Johnson,,"-$626,700",$0,"$626,700",0,O,
Efthimios Rentzias 2002-03,2002-03,Efthimios Rentzias,Efthimios Rentzias,"-$627,914","$275,446","$903,360",35,O,PHI
Curtis Borchardt 2004-05,2004-05,Curtis Borchardt,Curtis Borchardt,"-$627,915","$652,965","$1,280,880",67,O,UTA
Anthony Johnson 1999-00,1999-00,Anthony Johnson,Anthony Johnson,"-$627,932","$472,068","$1,100,000",56,O,"ATL, ORL"
Carl Herrera 1996-97,1996-97,Carl Herrera,Carl Herrera,"-$628,276","$921,724","$1,550,000",75,O,SAS
Tariq Abdul-Wahad 1997-98,1997-98,Tariq Abdul-Wahad,Tariq Abdul-Wahad,"-$628,278","$598,602","$1,226,880",59,O,SAC
Zach Randolph 2010-11,2010-11,Zach Randolph,Zach Randolph,"-$629,144","$17,037,522","$17,666,666",88,O,MEM
Tayshaun Prince 2011-12,2011-12,Tayshaun Prince,Tayshaun Prince,"-$629,469","$5,662,666","$6,292,135",63,O,DET
Arnett Moultrie 2013-14,2013-14,Arnett Moultrie,Arnett Moultrie,"-$629,557","$459,683","$1,089,240",12,O,PHI
Wesley Person 1998-99,1998-99,Wesley Person,Wesley Person,"-$630,120","$3,569,880","$4,200,000",45,O,CLE
Sam Merrill 2021-22,2021-22,Sam Merrill,Sam Merrill,"-$630,220","$887,761","$1,517,981",6,O,MEM
Ronnie Price 2013-14,2013-14,Ronnie Price,Ronnie Price,"-$630,329","$635,648","$1,265,977",31,O,ORL
Maurice Evans 2009-10,2009-10,Maurice Evans,Maurice Evans,"-$630,522","$1,869,478","$2,500,000",90,O,ATL
Kurt Rambis 1990-91,1990-91,Kurt Rambis,Kurt Rambis,"-$630,723","$269,277","$900,000",65,O,PHX
Dennis Scott 1991-92,1991-92,Dennis Scott,Dennis Scott,"-$630,784","$1,349,216","$1,980,000",18,O,ORL
Laron Profit 2001-02,2001-02,Laron Profit,,"-$630,850",$0,"$630,850",0,O,
Andrew Nicholson 2014-15,2014-15,Andrew Nicholson,Andrew Nicholson,"-$630,936","$914,904","$1,545,840",40,O,ORL
Darrick Martin 2006-07,2006-07,Darrick Martin,Darrick Martin,"-$631,124","$547,224","$1,178,348",33,O,TOR
Othella Harrington 2001-02,2001-02,Othella Harrington,Othella Harrington,"-$631,703","$1,843,297","$2,475,000",77,O,NYK
Dan Majerle 1997-98,1997-98,Dan Majerle,Dan Majerle,"-$631,707","$2,188,293","$2,820,000",74,O,MIA
Jaxson Hayes 2020-21,2020-21,Jaxson Hayes,Jaxson Hayes,"-$632,028","$4,473,132","$5,105,160",60,O,NOP
Andrei Kirilenko 1999-00,1999-00,Andrei Kirilenko,,"-$632,400",$0,"$632,400",0,O,
Mark Jackson 2003-04,2003-04,Mark Jackson,Mark Jackson,"-$632,489","$867,511","$1,500,000",47,O,HOU
Wayne Simien 2006-07,2006-07,Wayne Simien,Wayne Simien,"-$632,627","$300,133","$932,760",8,O,MIA
Manute Bol 1993-94,1993-94,Manute Bol,Manute Bol,"-$632,759","$17,241","$650,000",14,O,"MIA, PHI, WAS"
Bernard Robinson 2006-07,2006-07,Bernard Robinson,Bernard Robinson,"-$632,803","$367,197","$1,000,000",32,O,"BKN, CHA"
Jamal Mashburn 1995-96,1995-96,Jamal Mashburn,Jamal Mashburn,"-$633,302","$2,599,698","$3,233,000",18,O,DAL
Jason Maxiell 2005-06,2005-06,Jason Maxiell,Jason Maxiell,"-$633,593","$272,047","$905,640",26,O,DET
Jeremy Pargo 2011-12,2011-12,Jeremy Pargo,Jeremy Pargo,"-$633,933","$366,067","$1,000,000",44,O,MEM
Tornike Shengelia 2013-14,2013-14,Tornike Shengelia,Tornike Shengelia,"-$634,410","$154,462","$788,872",26,O,"BKN, CHI"
Thanasis Antetokounmpo 2021-22,2021-22,Thanasis Antetokounmpo,Thanasis Antetokounmpo,"-$634,971","$1,094,246","$1,729,217",56,O,MIL
Eric Murdock 1995-96,1995-96,Eric Murdock,Eric Murdock,"-$635,042","$1,364,958","$2,000,000",73,O,"MEM, MIL"
Cherokee Parks 1995-96,1995-96,Cherokee Parks,Cherokee Parks,"-$635,655","$335,345","$971,000",64,O,DAL
Corie Blount 1995-96,1995-96,Corie Blount,Corie Blount,"-$635,683","$404,317","$1,040,000",57,O,LAL
Julius Hodge 2006-07,2006-07,Julius Hodge,Julius Hodge,"-$635,812","$598,988","$1,234,800",9,O,"DEN, MIL"
Shareef Abdur-Rahim 2000-01,2000-01,Shareef Abdur-Rahim,Shareef Abdur-Rahim,"-$636,270","$9,493,730","$10,130,000",81,O,MEM
Troy Murphy 2005-06,2005-06,Troy Murphy,Troy Murphy,"-$636,742","$6,728,337","$7,365,079",74,O,GSW
Thanasis Antetokounmpo 2020-21,2020-21,Thanasis Antetokounmpo,Thanasis Antetokounmpo,"-$636,783","$1,064,810","$1,701,593",70,O,MIL
Brian Shaw 1991-92,1991-92,Brian Shaw,Brian Shaw,"-$636,914","$676,086","$1,313,000",66,O,"BOS, MIA"
Mark Pope 2002-03,2002-03,Mark Pope,,"-$637,435",$0,"$637,435",0,O,
Felipe Lopez 2002-03,2002-03,Felipe Lopez,,"-$637,435",$0,"$637,435",0,O,
Larry Hughes 2011-12,2011-12,Larry Hughes,Larry Hughes,"-$638,175","-$223,732","$414,443",9,O,ORL
Quincy Pondexter 2013-14,2013-14,Quincy Pondexter,Quincy Pondexter,"-$638,550","$1,586,928","$2,225,478",15,O,MEM
Jaxson Hayes 2019-20,2019-20,Jaxson Hayes,Jaxson Hayes,"-$639,059","$4,222,981","$4,862,040",64,O,NOP
Zach Randolph 2015-16,2015-16,Zach Randolph,Zach Randolph,"-$639,130","$9,360,870","$10,000,000",72,O,MEM
Udonis Haslem 2006-07,2006-07,Udonis Haslem,Udonis Haslem,"-$639,157","$4,885,843","$5,525,000",83,O,MIA
Patrick Patterson 2014-15,2014-15,Patrick Patterson,Patrick Patterson,"-$639,441","$5,191,885","$5,831,326",85,O,TOR
Eric Piatkowski 1996-97,1996-97,Eric Piatkowski,Eric Piatkowski,"-$639,563","$723,437","$1,363,000",68,O,LAC
Kosta Koufos 2010-11,2010-11,Kosta Koufos,Kosta Koufos,"-$639,829","$712,811","$1,352,640",51,O,"DEN, MIN"
William Bedford 1990-91,1990-91,William Bedford,William Bedford,"-$639,979","$210,021","$850,000",68,O,DET
Herb Williams 1997-98,1997-98,Herb Williams,Herb Williams,"-$640,234","$126,433","$766,667",27,O,NYK
D'Angelo Russell 2015-16,2015-16,D'Angelo Russell,D'Angelo Russell,"-$640,326","$4,462,794","$5,103,120",80,O,LAL
Nolan Smith 2011-12,2011-12,Nolan Smith,Nolan Smith,"-$640,917","$666,003","$1,306,920",44,O,POR
Victor Claver 2013-14,2013-14,Victor Claver,Victor Claver,"-$641,196","$670,044","$1,311,240",23,O,POR
Darrell Griffith 1990-91,1990-91,Darrell Griffith,Darrell Griffith,"-$641,357","$208,643","$850,000",78,O,UTA
Andre Emmett 2005-06,2005-06,Andre Emmett,,"-$641,748",$0,"$641,748",0,O,
Jeff Green 2007-08,2007-08,Jeff Green,Jeff Green,"-$642,369","$2,415,831","$3,058,200",80,O,OKC
Tamar Slay 2004-05,2004-05,Tamar Slay,Tamar Slay,"-$642,659","$52,387","$695,046",8,O,CHA
Joe Harris 2018-19,2018-19,Joe Harris,Joe Harris,"-$642,924","$7,690,409","$8,333,333",81,O,BKN
Bobby Phills 1999-00,1999-00,Bobby Phills,Bobby Phills,"-$643,002","$3,416,998","$4,060,000",28,O,CHA
Anthony Parker 1998-99,1998-99,Anthony Parker,Anthony Parker,"-$643,064","$224,056","$867,120",2,O,PHI
Denzel Valentine 2019-20,2019-20,Denzel Valentine,Denzel Valentine,"-$643,312","$2,734,256","$3,377,568",36,O,CHI
Gerald Green 2007-08,2007-08,Gerald Green,Gerald Green,"-$643,387","$797,573","$1,440,960",30,O,"HOU, MIN"
Moritz Wagner 2018-19,2018-19,Moritz Wagner,Moritz Wagner,"-$643,630","$1,120,610","$1,764,240",43,O,LAL
AJ Price 2013-14,2013-14,AJ Price,AJ Price,"-$643,908","$303,999","$947,907",28,O,MIN
Dontonio Wingfield 1997-98,1997-98,Dontonio Wingfield,Dontonio Wingfield,"-$644,264","-$44,264","$600,000",3,O,POR
Cheikh Samb 2008-09,2008-09,Cheikh Samb,Cheikh Samb,"-$644,314","$153,267","$797,581",18,O,"DEN, LAC, NYK"
Sam Jacobson 2000-01,2000-01,Sam Jacobson,Sam Jacobson,"-$644,581","$123,919","$768,500",14,O,MIN
George Zidek 1997-98,1997-98,George Zidek,George Zidek,"-$645,252","$138,948","$784,200",12,O,"DEN, OKC"
Kenny Smith 1994-95,1994-95,Kenny Smith,Kenny Smith,"-$645,256","$1,987,744","$2,633,000",103,O,HOU
Randolph Childress 1996-97,1996-97,Randolph Childress,Randolph Childress,"-$645,707","$138,293","$784,000",23,O,"DET, POR"
Gary Payton 1991-92,1991-92,Gary Payton,Gary Payton,"-$645,790","$1,237,210","$1,883,000",89,O,OKC
Rick Brunson 2005-06,2005-06,Rick Brunson,Rick Brunson,"-$646,258","$383,615","$1,029,873",27,O,"HOU, OKC"
Steve Smith 1999-00,1999-00,Steve Smith,Steve Smith,"-$646,905","$6,553,095","$7,200,000",98,O,POR
Brice Johnson 2017-18,2017-18,Brice Johnson,Brice Johnson,"-$647,579","$683,581","$1,331,160",18,O,"LAC, MEM"
James Robinson 1997-98,1997-98,James Robinson,James Robinson,"-$647,818","$852,182","$1,500,000",70,O,LAC
Mark Bryant 1992-93,1992-93,Mark Bryant,Mark Bryant,"-$648,499","$451,501","$1,100,000",84,O,POR
Scot Pollard 1999-00,1999-00,Scot Pollard,Scot Pollard,"-$649,172","$1,414,508","$2,063,680",81,O,SAC
James Lang 2006-07,2006-07,James Lang,James Lang,"-$649,301","$122,030","$771,331",11,O,WAS
Alexander Volkov 1990-91,1990-91,Alexander Volkov,,"-$650,000",$0,"$650,000",0,O,
Lorenzo Williams 1996-97,1996-97,Lorenzo Williams,Lorenzo Williams,"-$650,189","$289,811","$940,000",21,O,WAS
Caris LeVert 2020-21,2020-21,Caris LeVert,Caris LeVert,"-$651,337","$15,552,367","$16,203,704",47,O,"BKN, IND"
Primoz Brezec 2003-04,2003-04,Primoz Brezec,Primoz Brezec,"-$651,643","$209,957","$861,600",18,O,IND
Donald Hodge 1993-94,1993-94,Donald Hodge,Donald Hodge,"-$651,977","$193,023","$845,000",50,O,DAL
Kosta Koufos 2014-15,2014-15,Kosta Koufos,Kosta Koufos,"-$652,105","$2,347,895","$3,000,000",92,O,MEM
Jeff Teague 2020-21,2020-21,Jeff Teague,Jeff Teague,"-$652,236","$2,720,590","$3,372,826",71,O,"BOS, MIL"
Kyle Korver 2007-08,2007-08,Kyle Korver,Kyle Korver,"-$652,393","$3,747,607","$4,400,000",87,O,"PHI, UTA"
Dahntay Jones 2014-15,2014-15,Dahntay Jones,Dahntay Jones,"-$652,756","$68,413","$721,169",44,O,LAC
John Thomas 1999-00,1999-00,John Thomas,John Thomas,"-$653,438","$179,122","$832,560",56,O,TOR
Sindarius Thornwell 2020-21,2020-21,Sindarius Thornwell,Sindarius Thornwell,"-$653,451","$582,438","$1,235,889",21,O,"NOP, ORL"
Josh Green 2021-22,2021-22,Josh Green,Josh Green,"-$654,063","$2,303,457","$2,957,520",83,O,DAL
Christian Eyenga 2011-12,2011-12,Christian Eyenga,Christian Eyenga,"-$654,262","$443,258","$1,097,520",10,O,"CLE, LAL"
Stephen Zimmerman 2016-17,2016-17,Stephen Zimmerman,Stephen Zimmerman,"-$654,603","$295,397","$950,000",19,O,ORL
Luke Walton 2007-08,2007-08,Luke Walton,Luke Walton,"-$655,455","$3,344,545","$4,000,000",95,O,LAL
Kevin Duckworth 1990-91,1990-91,Kevin Duckworth,Kevin Duckworth,"-$655,740","$1,054,260","$1,710,000",97,O,POR
Viktor Khryapa 2006-07,2006-07,Viktor Khryapa,Viktor Khryapa,"-$655,773","$516,627","$1,172,400",33,O,CHI
Scott Haskin 1993-94,1993-94,Scott Haskin,Scott Haskin,"-$656,398","$176,602","$833,000",27,O,IND
Danny Ainge 1993-94,1993-94,Danny Ainge,Danny Ainge,"-$656,852","$1,033,148","$1,690,000",78,O,PHX
Gal Mekel 2014-15,2014-15,Gal Mekel,Gal Mekel,"-$657,196","$231,328","$888,524",4,O,NOP
Aaron Williams 2002-03,2002-03,Aaron Williams,Aaron Williams,"-$657,337","$2,042,663","$2,700,000",100,O,BKN
Ed Pinckney 1993-94,1993-94,Ed Pinckney,Ed Pinckney,"-$657,419","$812,581","$1,470,000",76,O,BOS
Byron Scott 1995-96,1995-96,Byron Scott,Byron Scott,"-$657,780","$992,220","$1,650,000",80,O,MEM
Mike Woodson 1991-92,1991-92,Mike Woodson,,"-$658,000",$0,"$658,000",0,O,
Elliot Perry 1995-96,1995-96,Elliot Perry,Elliot Perry,"-$658,165","$1,366,835","$2,025,000",85,O,PHX
Efthimios Rentzias 1999-00,1999-00,Efthimios Rentzias,,"-$658,700",$0,"$658,700",0,O,
Luther Wright 1993-94,1993-94,Luther Wright,Luther Wright,"-$658,915","-$8,915","$650,000",15,O,UTA
Popeye Jones 2002-03,2002-03,Popeye Jones,Popeye Jones,"-$658,919","$371,081","$1,030,000",26,O,DAL
Dontae' Jones 1997-98,1997-98,Dontae' Jones,Dontae' Jones,"-$659,014","$135,866","$794,880",15,O,BOS
Kevin Brooks 1992-93,1992-93,Kevin Brooks,Kevin Brooks,"-$659,200","$140,800","$800,000",55,O,DEN
Robert Traylor 2000-01,2000-01,Robert Traylor,Robert Traylor,"-$659,373","$1,543,707","$2,203,080",70,O,CLE
Tim McCormick 1992-93,1992-93,Tim McCormick,,"-$660,000",$0,"$660,000",0,O,
Peter John Ramos 2005-06,2005-06,Peter John Ramos,,"-$660,000",$0,"$660,000",0,O,
Chris Douglas-Roberts 2014-15,2014-15,Chris Douglas-Roberts,Chris Douglas-Roberts,"-$660,371","$254,872","$915,243",12,O,LAC
Ike Diogu 2006-07,2006-07,Ike Diogu,Ike Diogu,"-$660,615","$1,476,585","$2,137,200",59,O,"GSW, IND"
Jared Harper 2020-21,2020-21,Jared Harper,Jared Harper,"-$660,659","-$140,172","$520,487",8,O,NYK
Ronnie Brewer 2011-12,2011-12,Ronnie Brewer,Ronnie Brewer,"-$660,679","$4,049,321","$4,710,000",71,O,CHI
Tod Murphy 1991-92,1991-92,Tod Murphy,Tod Murphy,"-$660,947","$99,053","$760,000",47,O,MIN
Mark West 1994-95,1994-95,Mark West,Mark West,"-$661,060","$838,940","$1,500,000",67,O,DET
Kurt Rambis 1991-92,1991-92,Kurt Rambis,Kurt Rambis,"-$661,095","$288,905","$950,000",28,O,PHX
Keith Closs 1997-98,1997-98,Keith Closs,Keith Closs,"-$661,510","$538,490","$1,200,000",58,O,LAC
Scott Skiles 1991-92,1991-92,Scott Skiles,Scott Skiles,"-$661,950","$1,263,050","$1,925,000",75,O,ORL
Jeremy Tyler 2012-13,2012-13,Jeremy Tyler,Jeremy Tyler,"-$662,380","$99,815","$762,195",21,O,"ATL, GSW"
John Salmons 2014-15,2014-15,John Salmons,John Salmons,"-$663,266","$336,734","$1,000,000",21,O,NOP
Nikola Mirotic 2014-15,2014-15,Nikola Mirotic,Nikola Mirotic,"-$663,383","$4,641,617","$5,305,000",93,O,CHI
Robin Lopez 2008-09,2008-09,Robin Lopez,Robin Lopez,"-$663,486","$960,234","$1,623,720",60,O,PHX
Gary Neal 2014-15,2014-15,Gary Neal,Gary Neal,"-$663,534","$2,586,466","$3,250,000",54,O,"CHA, MIN"
Pepe Sanchez 2003-04,2003-04,Pepe Sanchez,,"-$663,679",$0,"$663,679",0,O,
Jon Koncak 1995-96,1995-96,Jon Koncak,Jon Koncak,"-$664,082","$335,918","$1,000,000",79,O,ORL
Martynas Andriuskevicius 2006-07,2006-07,Martynas Andriuskevicius,,"-$664,209",$0,"$664,209",0,O,
Chris Taft 2006-07,2006-07,Chris Taft,,"-$664,209",$0,"$664,209",0,O,
Corey Brewer 2008-09,2008-09,Corey Brewer,Corey Brewer,"-$664,242","$2,061,678","$2,725,920",15,O,MIN
Dwayne Schintzius 1998-99,1998-99,Dwayne Schintzius,Dwayne Schintzius,"-$664,493","-$1,993","$662,500",16,O,BOS
Michael Gbinije 2016-17,2016-17,Michael Gbinije,Michael Gbinije,"-$664,590","-$14,590","$650,000",9,O,DET
Chris Mihm 2001-02,2001-02,Chris Mihm,Chris Mihm,"-$664,740","$1,403,220","$2,067,960",74,O,CLE
Roy Rogers 1997-98,1997-98,Roy Rogers,Roy Rogers,"-$664,856","$98,224","$763,080",15,O,"BOS, TOR"
Rasho Nesterovic 2003-04,2003-04,Rasho Nesterovic,Radoslav Nesterovic,"-$665,143","$4,934,857","$5,600,000",92,O,SAS
Rick Fox 1994-95,1994-95,Rick Fox,Rick Fox,"-$665,147","$1,084,853","$1,750,000",53,O,BOS
Fred VanVleet 2018-19,2018-19,Fred VanVleet,Fred VanVleet,"-$665,259","$7,988,588","$8,653,847",88,O,TOR
Sean Rooks 2003-04,2003-04,Sean Rooks,Sean Rooks,"-$665,265","$404,735","$1,070,000",55,O,"NOP, ORL"
Gary Grant 2000-01,2000-01,Gary Grant,Gary Grant,"-$665,316","$651,653","$1,316,969",4,O,POR
Demetrius Jackson 2016-17,2016-17,Demetrius Jackson,Demetrius Jackson,"-$665,587","$784,413","$1,450,000",5,O,BOS
Rik Smits 1990-91,1990-91,Rik Smits,Rik Smits,"-$665,935","$684,065","$1,350,000",81,O,IND
Mfiondu Kabengele 2019-20,2019-20,Mfiondu Kabengele,Mfiondu Kabengele,"-$666,418","$1,310,582","$1,977,000",12,O,LAC
Vlade Divac 1997-98,1997-98,Vlade Divac,Vlade Divac,"-$666,654","$4,166,679","$4,833,333",73,O,CHA
Shaun Livingston 2020-21,2020-21,Shaun Livingston,,"-$666,666",$0,"$666,666",0,O,
Shaun Livingston 2021-22,2021-22,Shaun Livingston,,"-$666,666",$0,"$666,666",0,O,
John Jenkins 2016-17,2016-17,John Jenkins,John Jenkins,"-$666,733","$384,228","$1,050,961",4,O,PHX
Jameer Nelson 2011-12,2011-12,Jameer Nelson,Jameer Nelson,"-$667,593","$7,132,407","$7,800,000",62,O,ORL
Lindsey Hunter 2005-06,2005-06,Lindsey Hunter,Lindsey Hunter,"-$667,746","$1,092,254","$1,760,000",48,O,DET
